units_sold_clean,price_clean,discount_clean,units_returned_clean,revenue_clean,revenue_recalc,revenue_diff,revenue_mismatch_flag,date_clean,month_clean,location_clean,platform_clean,category_clean,dup_flag,issue_flag,data_error_flag,business_alert_flag,ratio,revenue_uplift
167,"24,86","0,06",1,"4151,62","3902,5228","249,0972",,6/07/2020,2020-07,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
140,"51,3","0,17",2,7182,"5961,06","1220,94",,6/07/2020,2020-07,USA,AMAZON,Hydration,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
146,"46,9","0,09",2,"6847,4","6231,134","616,266",,13/07/2020,2020-07,CANADA,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
141,"59,63","0,04",5,"8407,83","8071,5168","336,3132",,13/07/2020,2020-07,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
156,"53,31","0,07",1,"8316,36","7734,2148","582,1452",,13/07/2020,2020-07,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
154,"31,37","0,08",2,"4830,98","4444,5016","386,4784",,13/07/2020,2020-07,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
165,"56,72","0,17",3,"9358,8","7767,804","1590,996",,13/07/2020,2020-07,UK,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
152,"10,81","0,2",0,"1643,12","1314,496","328,624",,13/07/2020,2020-07,USA,IHERB,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,25","0,25"
142,"48,27","0,06",3,"6854,34","6443,0796","411,2604",,13/07/2020,2020-07,UK,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
132,"58,96","0,17",2,"7782,72","6459,6576","1323,0624",,13/07/2020,2020-07,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
144,"39,71","0,15",2,"5718,24","4860,504","857,736",,13/07/2020,2020-07,UK,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
153,"23,8","0,19",1,"3641,4","2949,534","691,866",,13/07/2020,2020-07,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
157,"41,27","0,19",1,"6479,39","5248,3059","1231,0841",,13/07/2020,2020-07,CANADA,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
125,"40,3","0,21",0,"5037,5","3979,625","1057,875",,13/07/2020,2020-07,CANADA,AMAZON,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
159,"33,93","0,23",1,"5394,87","4154,0499","1240,8201",,13/07/2020,2020-07,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
149,"14,08","0,06",0,"2097,92","1972,0448","125,8752",,13/07/2020,2020-07,CANADA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
155,"37,41","0,04",1,"5798,55","5566,608","231,942",,13/07/2020,2020-07,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
153,"35,01","0,02",0,"5356,53","5249,3994","107,1306",,13/07/2020,2020-07,CANADA,WALMART,Hydration,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
154,"55,86","0,1",0,"8602,44","7742,196","860,244",,20/07/2020,2020-07,UK,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
158,"36,27","0,17",3,"5730,66","4756,4478","974,2122",,20/07/2020,2020-07,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
161,"43,98","0,24",1,"7080,78","5381,3928","1699,3872",,20/07/2020,2020-07,CANADA,AMAZON,Omega,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
139,"41,69","0,15",0,"5794,91","4925,6735","869,2365",,20/07/2020,2020-07,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
158,"43,25","0,14",1,"6833,5","5876,81","956,69",,20/07/2020,2020-07,CANADA,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
134,"51,58","0,23",2,"6911,72","5322,0244","1589,6956",,20/07/2020,2020-07,CANADA,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
132,"46,45","0,19",0,"6131,4","4966,434","1164,966",,20/07/2020,2020-07,UK,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
145,"10,64","0,14",3,"1542,8","1326,808","215,992",,20/07/2020,2020-07,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
180,"35,72","0,02",2,"6429,6","6301,008","128,592",,20/07/2020,2020-07,CANADA,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
146,"29,44","0,06",0,"4298,24","4040,3456","257,8944",,20/07/2020,2020-07,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
143,"18,84","0,25",1,"2694,12","2020,59","673,53",,20/07/2020,2020-07,USA,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,333333333","0,3333333333"
151,"59,78","0,15",3,"9026,78","7672,763","1354,017",,20/07/2020,2020-07,UK,IHERB,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
144,"30,14","0,17",2,"4340,16","3602,3328","737,8272",,20/07/2020,2020-07,UK,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
143,"41,62","0,03",1,"5951,66","5773,1102","178,5498",,20/07/2020,2020-07,USA,IHERB,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
157,"47,67","0,22",1,"7484,19","5837,6682","1646,5218",,20/07/2020,2020-07,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
159,"19,33","0,01",1,"3073,47","3042,7353","30,7347",,20/07/2020,2020-07,USA,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
148,"52,5","0,05",0,7770,"7381,5","388,5",,27/07/2020,2020-07,UK,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
183,"33,92","0,15",2,"6207,36","5276,256","931,104",,27/07/2020,2020-07,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
130,"15,27","0,15",1,"1985,1","1687,335","297,765",,27/07/2020,2020-07,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
140,51,"0,01",1,7140,"7068,6","71,4",,27/07/2020,2020-07,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
157,"25,39","0,15",3,"3986,23","3388,2955","597,9345",,27/07/2020,2020-07,CANADA,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
162,"46,51","0,09",2,"7534,62","6856,5042","678,1158",,27/07/2020,2020-07,UK,IHERB,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
149,"45,09","0,14",1,"6718,41","5777,8326","940,5774",,27/07/2020,2020-07,USA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
170,"25,79","0,01",3,"4384,3","4340,457","43,843",,27/07/2020,2020-07,USA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
157,"43,78","0,1",2,"6873,46","6186,114","687,346",,27/07/2020,2020-07,CANADA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
148,"56,74","0,06",0,"8397,52","7893,6688","503,8512",,27/07/2020,2020-07,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
153,"28,89","0,02",1,"4420,17","4331,7666","88,4034",,27/07/2020,2020-07,USA,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
150,"42,91","0,25",1,"6436,5","4827,375","1609,125",,27/07/2020,2020-07,CANADA,IHERB,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,333333333","0,3333333333"
145,"15,76","0,22",1,"2285,2","1782,456","502,744",,27/07/2020,2020-07,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
146,"32,1","0,16",0,"4686,6","3936,744","749,856",,27/07/2020,2020-07,USA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
155,"17,57","0,12",2,"2723,35","2396,548","326,802",,27/07/2020,2020-07,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
153,"26,9","0,03",1,"4115,7","3992,229","123,471",,27/07/2020,2020-07,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
136,"20,44","0,01",1,"2779,84","2752,0416","27,7984",,3/08/2020,2020-08,UK,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
153,"38,85","0,09",3,"5944,05","5409,0855","534,9645",,3/08/2020,2020-08,CANADA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
151,"38,29","0,23",1,"5781,79","4451,9783","1329,8117",,3/08/2020,2020-08,USA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
142,"17,57","0,11",2,"2494,94","2220,4966","274,4434",,3/08/2020,2020-08,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
160,"51,42","0,02",1,"8227,2","8062,656","164,544",,3/08/2020,2020-08,CANADA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
155,"49,17","0,07",4,"7621,35","7087,8555","533,4945",,3/08/2020,2020-08,CANADA,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
134,"58,55","0,04",2,"7845,7","7531,872","313,828",,3/08/2020,2020-08,UK,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
119,"35,81","0,15",3,"4261,39","3622,1815","639,2085",,3/08/2020,2020-08,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
156,"50,48","0,24",0,"7874,88","5984,9088","1889,9712",,3/08/2020,2020-08,CANADA,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
162,"16,61","0,11",2,"2690,82","2394,8298","295,9902",,3/08/2020,2020-08,CANADA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
146,"39,97","0,23",1,"5835,62","4493,4274","1342,1926",,3/08/2020,2020-08,USA,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
139,"12,42","0,21",2,"1726,38","1363,8402","362,5398",,3/08/2020,2020-08,CANADA,AMAZON,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
153,"49,99","0,14",3,"7648,47","6577,6842","1070,7858",,3/08/2020,2020-08,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
155,"39,93","0,1",4,"6189,15","5570,235","618,915",,3/08/2020,2020-08,UK,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
151,"21,02","0,16",2,"3174,02","2666,1768","507,8432",,3/08/2020,2020-08,CANADA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
137,"40,22","0,19",1,"5510,14","4463,2134","1046,9266",,3/08/2020,2020-08,CANADA,WALMART,Hydration,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
139,"14,01","0,11",0,"1947,39","1733,1771","214,2129",,10/08/2020,2020-08,CANADA,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
137,"29,34","0,01",1,"4019,58","3979,3842","40,1958",,10/08/2020,2020-08,CANADA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
150,"29,14","0,21",0,4371,"3453,09","917,91",,10/08/2020,2020-08,UK,AMAZON,Omega,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
150,"13,56","0,14",2,2034,"1749,24","284,76",,10/08/2020,2020-08,UK,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
167,"57,99","0,01",0,"9684,33","9587,4867","96,8433",,10/08/2020,2020-08,UK,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
120,"37,06","0,16",0,"4447,2","3735,648","711,552",,10/08/2020,2020-08,CANADA,WALMART,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
176,"24,83","0,02",0,"4370,08","4282,6784","87,4016",,10/08/2020,2020-08,UK,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
134,"35,93","0,06",1,"4814,62","4525,7428","288,8772",,10/08/2020,2020-08,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
177,"29,11","0,14",0,"5152,47","4431,1242","721,3458",,10/08/2020,2020-08,USA,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
155,"34,48","0,1",0,"5344,4","4809,96","534,44",,10/08/2020,2020-08,CANADA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
144,"14,92","0,24",2,"2148,48","1632,8448","515,6352",,10/08/2020,2020-08,UK,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
158,"29,66","0,06",0,"4686,28","4405,1032","281,1768",,10/08/2020,2020-08,USA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
137,"43,88","0,14",1,"6011,56","5169,9416","841,6184",,10/08/2020,2020-08,CANADA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
171,"24,03","0,09",3,"4109,13","3739,3083","369,8217",,10/08/2020,2020-08,USA,IHERB,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
166,"21,23","0,1",1,"3524,18","3171,762","352,418",,10/08/2020,2020-08,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
162,"46,54","0,11",2,"7539,48","6710,1372","829,3428",,10/08/2020,2020-08,USA,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
163,"53,32","0,01",2,"8691,16","8604,2484","86,9116",,17/08/2020,2020-08,UK,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
135,"37,43","0,1",1,"5053,05","4547,745","505,305",,17/08/2020,2020-08,CANADA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
156,"16,65","0,04",4,"2597,4","2493,504","103,896",,17/08/2020,2020-08,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
145,"34,19","0,1",1,"4957,55","4461,795","495,755",,17/08/2020,2020-08,USA,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
153,"18,07","0,12",2,"2764,71","2432,9448","331,7652",,17/08/2020,2020-08,UK,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
152,"47,11","0,01",1,"7160,72","7089,1128","71,6072",,17/08/2020,2020-08,UK,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
161,"23,06","0,17",2,"3712,66","3081,5078","631,1522",,17/08/2020,2020-08,CANADA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
162,"40,51","0,12",0,"6562,62","5775,1056","787,5144",,17/08/2020,2020-08,CANADA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
141,"39,96","0,13",1,"5634,36","4901,8932","732,4668",,17/08/2020,2020-08,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,149425287","0,1494252874"
142,"11,2","0,15",3,"1590,4","1351,84","238,56",,17/08/2020,2020-08,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
137,"14,57","0,16",1,"1996,09","1676,7156","319,3744",,17/08/2020,2020-08,USA,WALMART,Herbal,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
147,"54,83","0,05",0,"8060,01","7657,0095","403,0005",,17/08/2020,2020-08,CANADA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
165,"54,53","0,15",3,"8997,45","7647,8325","1349,6175",,17/08/2020,2020-08,UK,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
147,"55,65","0,14",0,"8180,55","7035,273","1145,277",,17/08/2020,2020-08,CANADA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
141,"22,34","0,08",1,"3149,94","2897,9448","251,9952",,17/08/2020,2020-08,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,086956522","0,08695652174"
153,"40,77","0,02",0,"6237,81","6113,0538","124,7562",,17/08/2020,2020-08,UK,IHERB,Hydration,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
137,"20,7","0,07",1,"2835,9","2637,387","198,513",,24/08/2020,2020-08,UK,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
162,"42,47","0,17",3,"6880,14","5710,5162","1169,6238",,24/08/2020,2020-08,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
173,"17,69","0,22",1,"3060,37","2387,0886","673,2814",,24/08/2020,2020-08,CANADA,AMAZON,Omega,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
152,"43,95","0,23",6,"6680,4","5143,908","1536,492",,24/08/2020,2020-08,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
158,"53,99","0,01",1,"8530,42","8445,1158","85,3042",,24/08/2020,2020-08,USA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
168,"21,03","0,03",3,"3533,04","3427,0488","105,9912",,24/08/2020,2020-08,UK,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
150,"21,95","0,19",2,"3292,5","2666,925","625,575",,24/08/2020,2020-08,CANADA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
143,"20,48","0,24",2,"2928,64","2225,7664","702,8736",,24/08/2020,2020-08,UK,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
174,"49,09","0,19",2,"8541,66","6918,7446","1622,9154",,24/08/2020,2020-08,CANADA,IHERB,Protein,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
134,"46,47","0,14",0,"6226,98","5355,2028","871,7772",,24/08/2020,2020-08,USA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,162790698","0,1627906977"
150,"31,37","0,16",2,"4705,5","3952,62","752,88",,24/08/2020,2020-08,USA,AMAZON,Herbal,FALSE,FALSE,FALSE,FALSE,"1,19047619","0,1904761905"
140,"23,46","0,05",2,"3284,4","3120,18","164,22",,24/08/2020,2020-08,USA,IHERB,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
170,"47,56","0,22",3,"8085,2","6306,456","1778,744",,24/08/2020,2020-08,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
146,"13,12","0,12",0,"1915,52","1685,6576","229,8624",,24/08/2020,2020-08,CANADA,WALMART,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,136363636","0,1363636364"
140,"50,44","0,22",1,"7061,6","5508,048","1553,552",,24/08/2020,2020-08,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
165,"48,23","0,04",2,"7957,95","7639,632","318,318",,24/08/2020,2020-08,USA,WALMART,Hydration,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
176,"26,58","0,13",2,"4678,08","4069,9296","608,1504",,31/08/2020,2020-08,USA,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,149425287","0,1494252874"
150,"25,6","0,2",3,3840,3072,768,,31/08/2020,2020-08,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,25","0,25"
144,"47,59","0,2",4,"6852,96","5482,368","1370,592",,31/08/2020,2020-08,UK,AMAZON,Omega,FALSE,FALSE,FALSE,FALSE,"1,25","0,25"
143,"16,58","0,18",2,"2370,94","1944,1708","426,7692",,31/08/2020,2020-08,UK,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,219512195","0,2195121951"
156,"53,65","0,04",0,"8369,4","8034,624","334,776",,31/08/2020,2020-08,UK,AMAZON,Performance,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
158,"52,45","0,1",0,"8287,1","7458,39","828,71",,31/08/2020,2020-08,CANADA,AMAZON,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
164,"19,46","0,18",2,"3191,44","2616,9808","574,4592",,31/08/2020,2020-08,CANADA,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,219512195","0,2195121951"
154,"51,44","0,21",2,"7921,76","6258,1904","1663,5696",,31/08/2020,2020-08,UK,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
132,"43,55","0,17",1,"5748,6","4771,338","977,262",,31/08/2020,2020-08,UK,WALMART,Protein,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
167,"15,63","0,1",3,"2610,21","2349,189","261,021",,31/08/2020,2020-08,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
156,"23,53","0,06",4,"3670,68","3450,4392","220,2408",,31/08/2020,2020-08,CANADA,IHERB,Herbal,FALSE,FALSE,FALSE,FALSE,"1,063829787","0,06382978723"
142,"29,66","0,03",0,"4211,72","4085,3684","126,3516",,31/08/2020,2020-08,USA,IHERB,Sleep Aid,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
151,"28,46","0,09",1,"4297,46","3910,6886","386,7714",,31/08/2020,2020-08,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
151,54,"0,13",1,8154,"7093,98","1060,02",,31/08/2020,2020-08,USA,IHERB,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,149425287","0,1494252874"
140,"43,16","0,15",1,"6042,4","5136,04","906,36",,31/08/2020,2020-08,CANADA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,176470588","0,1764705882"
147,"19,79","0,21",2,"2909,13","2298,2127","610,9173",,31/08/2020,2020-08,CANADA,AMAZON,Hydration,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
147,"22,83","0,19",1,"3356,01","2718,3681","637,6419",,7/09/2020,2020-09,UK,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
143,"59,79","0,11",3,"8549,97","7609,4733","940,4967",,7/09/2020,2020-09,USA,IHERB,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,123595506","0,1235955056"
144,"20,21","0,1",0,"2910,24","2619,216","291,024",,7/09/2020,2020-09,CANADA,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
164,"18,39","0,03",0,"3015,96","2925,4812","90,4788",,7/09/2020,2020-09,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,030927835","0,03092783505"
147,"35,62","0,09",1,"5236,14","4764,8874","471,2526",,7/09/2020,2020-09,UK,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,098901099","0,0989010989"
154,"15,53","0,01",5,"2391,62","2367,7038","23,9162",,7/09/2020,2020-09,CANADA,WALMART,Amino Acid,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
140,"19,49","0,01",1,"2728,6","2701,314","27,286",,7/09/2020,2020-09,USA,IHERB,Performance,FALSE,FALSE,FALSE,FALSE,"1,01010101","0,0101010101"
162,"32,21","0,17",1,"5218,02","4330,9566","887,0634",,7/09/2020,2020-09,USA,WALMART,Mineral,FALSE,FALSE,FALSE,FALSE,"1,204819277","0,2048192771"
165,"10,5","0,19",1,"1732,5","1403,325","329,175",,7/09/2020,2020-09,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,234567901","0,2345679012"
140,"59,61","0,21",0,"8345,4","6592,866","1752,534",,7/09/2020,2020-09,USA,IHERB,Mineral,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
158,"10,35","0,1",1,"1635,3","1471,77","163,53",,7/09/2020,2020-09,USA,WALMART,Herbal,FALSE,FALSE,FALSE,FALSE,"1,111111111","0,1111111111"
163,"51,38",0,1,"8374,94","8374,94",0,,7/09/2020,2020-09,CANADA,WALMART,Sleep Aid,FALSE,FALSE,FALSE,FALSE,1,0
140,"13,41","0,05",1,"1877,4","1783,53","93,87",,7/09/2020,2020-09,USA,AMAZON,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,052631579","0,05263157895"
142,"28,84","0,22",3,"4095,28","3194,3184","900,9616",,7/09/2020,2020-09,USA,AMAZON,Fat Burner,FALSE,FALSE,FALSE,FALSE,"1,282051282","0,2820512821"
150,"15,34","0,24",0,2301,"1748,76","552,24",,7/09/2020,2020-09,USA,AMAZON,Mineral,FALSE,FALSE,FALSE,FALSE,"1,315789474","0,3157894737"
142,"26,02","0,04",2,"3694,84","3547,0464","147,7936",,7/09/2020,2020-09,CANADA,AMAZON,Hydration,FALSE,FALSE,FALSE,FALSE,"1,041666667","0,04166666667"
133,"16,19","0,02",3,"2153,27","2110,2046","43,0654",,14/09/2020,2020-09,USA,AMAZON,Protein,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
138,"37,23","0,02",4,"5137,74","5034,9852","102,7548",,14/09/2020,2020-09,UK,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,020408163","0,02040816327"
140,"18,44","0,21",0,"2581,6","2039,464","542,136",,14/09/2020,2020-09,UK,IHERB,Omega,FALSE,FALSE,FALSE,FALSE,"1,265822785","0,2658227848"
150,"56,74","0,23",3,8511,"6553,47","1957,53",,14/09/2020,2020-09,UK,WALMART,Vitamin,FALSE,FALSE,FALSE,FALSE,"1,298701299","0,2987012987"
167,"24,21","0,07",1,"4043,07","3760,0551","283,0149",,14/09/2020,2020-09,UK,WALMART,Performance,FALSE,FALSE,FALSE,FALSE,"1,075268817","0,0752688172"
